EMP1018,Charlie,Garcia,32,94726.46,2024-09-19,charlie.garcia@example.com,2044397358,EXCELLENT,INACTIVE,0,Cloud Tech,Nevada
EMP1019,Charlie,Williams,35,91926.12,2020-01-02,charlie.williams@example.com,7107256365,AVERAGE,PENDING,1,Admin,Illinois
EMP1020,Bob,Miller,35,111460.67,2021-05-08,bob.miller@example.com,9411800536,EXCELLENT,ACTIVE,1,HR,New York
EMP1021,Bob,Jones,40,96182.56,2020-09-19,bob.jones@example.com,5990048963,GOOD,ACTIVE,0,Cloud Tech,Illinois
EMP1022,Charlie,Johnson,35,115023.94,2021-03-09,charlie.johnson@example.com,6528092427,AVERAGE,INACTIVE,1,Sales,Illinois
EMP1023,David,Garcia,35,80667.01,2022-02-03,david.garcia@example.com,7572158623,EXCELLENT,PENDING,0,Finance,Nevada
EMP1024,Bob,Brown,30,91181.61,2020-02-13,bob.brown@example.com,1502745643,GOOD,INACTIVE,1,Admin,Texas
EMP1025,David,Miller,25,66025.92,2020-04-30,david.miller@example.com,9485625727,AVERAGE,PENDING,0,Cloud Tech,Nevada
EMP1026,Frank,Miller,25,83979.01,2023-10-02,frank.miller@example.com,7032032073,AVERAGE,INACTIVE,0,Sales,New York
EMP1027,Heidi,Johnson,30,56785.16,2020-07-12,heidi.johnson@example.com,2761707586,EXCELLENT,ACTIVE,1,Finance,Florida
EMP1028,Grace,Garcia,40,95741.88,2023-10-11,grace.garcia@example.com,7712151341,EXCELLENT,ACTIVE,0,Finance,Nevada
EMP1029,Alice,Brown,40,63411.31,2021-05-24,alice.brown@example.com,2849939088,EXCELLENT,ACTIVE,1,DevOps,California
EMP1030,Charlie,Jones,40,111214.02,2021-05-26,charlie.jones@example.com,2613715040,GOOD,INACTIVE,1,Admin,California
EMP1031,Bob,Smith,25,114845.69,2020-07-10,bob.smith@example.com,6591520176,EXCELLENT,ACTIVE,1,DevOps,Illinois
EMP1032,Charlie,Brown,40,78072.82,2024-11-05,charlie.brown@example.com,7490509758,AVERAGE,ACTIVE,0,Finance,Florida
EMP1033,Grace,Johnson,25,79610.52,2021-08-07,grace.johnson@example.com,2304501895,AVERAGE,INACTIVE,0,Finance,California
EMP1034,Heidi,Miller,30,90542.62,2020-04-29,heidi.miller@example.com,1642361031,EXCELLENT,ACTIVE,1,Admin,California
EMP1035,Frank,Jones,25,114357.1,2022-10-26,frank.jones@example.com,6642147648,EXCELLENT,INACTIVE,1,Cloud Tech,Illinois
EMP1036,Alice,Brown,32,54757.26,2023-05-03,alice.brown@example.com,2515837766,POOR,ACTIVE,0,Cloud Tech,New York
EMP1037,Grace,Smith,25,52781.92,2023-05-02,grace.smith@example.com,4996165925,AVERAGE,PENDING,1,Sales,New York
EMP1038,Frank,Smith,35,66708.02,2021-10-05,frank.smith@example.com,6108573277,GOOD,PENDING,1,Admin,Nevada
EMP1039,Eva,Williams,40,93481.15,2022-07-27,eva.williams@example.com,8147617421,POOR,ACTIVE,0,HR,Texas
EMP1040,Bob,Williams,25,59271.96,2021-06-27,bob.williams@example.com,4386490809,EXCELLENT,PENDING,1,Sales,New York
EMP1041,Bob,Davis,30,108362.15,2022-06-16,bob.davis@example.com,8186617944,EXCELLENT,ACTIVE,0,HR,California
EMP1042,Alice,Johnson,32,59400.38,2024-12-03,alice.johnson@example.com,4918017225,AVERAGE,ACTIVE,1,HR,Nevada
EMP1043,Bob,Garcia,32,64744.08,2023-05-23,bob.garcia@example.com,164597793,EXCELLENT,INACTIVE,0,Admin,California
EMP1044,Eva,Brown,32,94399.91,2020-07-08,eva.brown@example.com,5232194167,GOOD,ACTIVE,1,Finance,California
EMP1045,Alice,Brown,25,61310.74,2021-06-20,alice.brown@example.com,61027768,AVERAGE,PENDING,1,HR,New York
EMP1046,Grace,Garcia,32,98371.37,2024-12-13,grace.garcia@example.com,7499564121,EXCELLENT,ACTIVE,0,Cloud Tech,Texas
EMP1047,Alice,Davis,35,58921.19,2022-05-30,alice.davis@example.com,310303722,AVERAGE,ACTIVE,1,Sales,Illinois
EMP1048,Alice,Miller,35,57195.55,2023-09-27,alice.miller@example.com,6831472759,EXCELLENT,ACTIVE,0,Admin,Nevada
EMP1049,Grace,Miller,32,61375.12,2024-11-05,grace.miller@example.com,1227770792,EXCELLENT,ACTIVE,1,DevOps,New York
EMP1050,Charlie,Davis,40,104767.05,2021-11-11,charlie.davis@example.com,3496050165,EXCELLENT,PENDING,0,Cloud Tech,New York
EMP1051,David,Miller,35,111051.67,2022-02-22,david.miller@example.com,7998407677,GOOD,ACTIVE,0,Admin,Nevada
EMP1052,David,Williams,30,105674.18,2024-08-07,david.williams@example.com,9973080694,GOOD,INACTIVE,0,Finance,California
EMP1053,Alice,Brown,30,54859.45,2024-11-05,alice.brown@example.com,8146717956,AVERAGE,INACTIVE,0,Finance,California
EMP1054,Frank,Davis,32,115746.6,2021-11-09,frank.davis@example.com,6024375737,EXCELLENT,PENDING,1,Finance,Nevada
EMP1055,Eva,Brown,30,91759.99,2020-08-10,eva.brown@example.com,3959724664,EXCELLENT,ACTIVE,1,Sales,California
EMP1056,Frank,Garcia,40,112965.33,2022-02-27,frank.garcia@example.com,7293417222,GOOD,ACTIVE,0,Sales,Illinois
EMP1057,Alice,Smith,40,100360.1,2023-11-07,alice.smith@example.com,2971674337,EXCELLENT,PENDING,0,Cloud Tech,Illinois
EMP1058,David,Williams,35,93620.88,2021-11-07,david.williams@example.com,54522800,GOOD,PENDING,0,Finance,Texas
EMP1059,Bob,Jones,35,72832.8,2022-04-16,bob.jones@example.com,5619318373,EXCELLENT,PENDING,1,Sales,California
EMP1060,Charlie,Williams,30,102369.42,2023-10-19,charlie.williams@example.com,5508428909,AVERAGE,INACTIVE,1,Finance,Nevada
EMP1061,Eva,Davis,40,64712.79,2021-08-10,eva.davis@example.com,7711991807,EXCELLENT,INACTIVE,1,Sales,Texas
EMP1062,Frank,Jones,40,85782.18,2021-03-13,frank.jones@example.com,1213524786,EXCELLENT,PENDING,1,Finance,Florida
EMP1063,Charlie,Smith,25,93348.26,2023-07-20,charlie.smith@example.com,1255213759,POOR,PENDING,0,HR,Illinois
EMP1064,David,Davis,35,53234.96,2020-02-20,david.davis@example.com,3754821455,GOOD,ACTIVE,0,Admin,New York
EMP1065,Bob,Johnson,40,100284.21,2021-02-02,bob.johnson@example.com,5328632665,EXCELLENT,PENDING,0,Finance,Nevada
EMP1066,Grace,Brown,30,112486.19,2020-01-12,grace.brown@example.com,7850720810,EXCELLENT,PENDING,1,Admin,Nevada
EMP1067,Bob,Smith,40,82518.49,2022-11-26,bob.smith@example.com,5562606028,POOR,PENDING,1,Admin,New York
EMP1068,Bob,Brown,40,119152.47,2022-12-23,bob.brown@example.com,846684549,POOR,PENDING,1,Admin,Florida
EMP1069,Heidi,Miller,32,113479.83,2024-08-28,heidi.miller@example.com,4892673898,GOOD,INACTIVE,0,DevOps,Illinois
EMP1070,Charlie,Johnson,40,94636.3,2024-09-16,charlie.johnson@example.com,7563410855,POOR,ACTIVE,0,Finance,California
EMP1071,Heidi,Johnson,30,70000.97,2024-01-01,heidi.johnson@example.com,2884318847,AVERAGE,ACTIVE,1,HR,Florida
EMP1072,Frank,Smith,32,76812.47,2021-04-18,frank.smith@example.com,5200894345,POOR,ACTIVE,0,Cloud Tech,New York
EMP1073,David,Johnson,25,82614.7,2023-01-16,david.johnson@example.com,8105485100,AVERAGE,INACTIVE,1,Finance,Florida
EMP1074,Grace,Jones,40,111645.97,2024-10-20,grace.jones@example.com,7490753997,GOOD,ACTIVE,1,Sales,Nevada
EMP1075,Heidi,Johnson,25,112414.91,2024-10-13,heidi.johnson@example.com,9354492682,GOOD,INACTIVE,0,HR,California
EMP1076,David,Brown,40,52031.74,2022-09-21,david.brown@example.com,1589357125,GOOD,INACTIVE,1,Admin,California
EMP1077,Grace,Brown,30,51887.65,2022-12-29,grace.brown@example.com,6110627370,GOOD,PENDING,0,Finance,New York
EMP1078,Alice,Davis,25,82318.89,2024-11-10,alice.davis@example.com,5869886496,GOOD,ACTIVE,1,DevOps,Florida
EMP1079,Grace,Brown,35,103286.08,2021-11-22,grace.brown@example.com,6776228276,AVERAGE,INACTIVE,0,Admin,Florida
EMP1080,Grace,Davis,35,87759.33,2024-03-14,grace.davis@example.com,2881377027,AVERAGE,ACTIVE,0,Cloud Tech,Florida
EMP1081,Frank,Brown,30,102796.32,2020-03-23,frank.brown@example.com,5196115939,GOOD,PENDING,0,DevOps,Texas
EMP1082,David,Jones,25,83149.27,2020-09-15,david.jones@example.com,8215454469,POOR,ACTIVE,1,Sales,New York
EMP1083,David,Garcia,40,92412.49,2020-12-09,david.garcia@example.com,2296044326,EXCELLENT,INACTIVE,1,DevOps,California
EMP1084,Bob,Davis,30,115022.1,2020-02-22,bob.davis@example.com,185106793,GOOD,PENDING,0,HR,Texas
EMP1085,Grace,Williams,40,98343.01,2023-04-27,grace.williams@example.com,9756792286,POOR,ACTIVE,0,DevOps,New York
EMP1086,Bob,Miller,35,118869.1,2024-06-18,bob.miller@example.com,7725199662,EXCELLENT,ACTIVE,1,DevOps,Illinois
EMP1087,Frank,Smith,32,85417.26,2020-05-21,frank.smith@example.com,6580741208,GOOD,INACTIVE,1,Finance,Nevada
EMP1088,Grace,Brown,40,112410.25,2023-07-25,grace.brown@example.com,4818139889,GOOD,INACTIVE,1,Cloud Tech,Florida
EMP1089,Charlie,Johnson,40,68905.77,2023-08-25,charlie.johnson@example.com,9837801819,AVERAGE,PENDING,0,Admin,Nevada
EMP1090,Heidi,Garcia,40,72561.32,2021-07-03,heidi.garcia@example.com,4339718955,EXCELLENT,PENDING,1,Finance,Nevada
EMP1091,Bob,Brown,35,92723.22,2023-03-13,bob.brown@example.com,9070562607,EXCELLENT,INACTIVE,1,Finance,New York
EMP1092,Alice,Johnson,40,74837.75,2021-03-10,alice.johnson@example.com,5641118241,POOR,INACTIVE,0,HR,New York
EMP1093,Eva,Miller,32,86163.91,2020-01-21,eva.miller@example.com,2412462094,AVERAGE,PENDING,1,DevOps,California
EMP1094,David,Miller,40,83326.52,2023-11-15,david.miller@example.com,2004615264,AVERAGE,ACTIVE,1,Finance,Illinois
EMP1095,Heidi,Miller,25,98425.1,2022-04-08,heidi.miller@example.com,4610339936,AVERAGE,ACTIVE,1,Cloud Tech,California
EMP1096,Frank,Johnson,40,119764.2,2022-05-21,frank.johnson@example.com,8861405785,AVERAGE,INACTIVE,0,Sales,Illinois
EMP1097,Frank,Brown,40,58445.91,2021-04-17,frank.brown@example.com,1706304890,EXCELLENT,INACTIVE,0,HR,California
EMP1098,Bob,Miller,32,101702.33,2021-03-19,bob.miller@example.com,3824967182,EXCELLENT,ACTIVE,0,DevOps,New York
EMP1099,Eva,Jones,25,NULL,2022-01-09,eva.jones@example.com,2582386869,GOOD,ACTIVE,0,Admin,California
EMP1100,Charlie,Davis,35,98819.22,2021-08-21,charlie.davis@example.com,794200748,GOOD,PENDING,0,Cloud Tech,Texas
EMP1101,Heidi,Johnson,25,83509.99,2022-08-19,heidi.johnson@example.com,4653984027,AVERAGE,INACTIVE,0,Cloud Tech,Illinois
EMP1102,Alice,Johnson,35,84422.26,2022-03-31,alice.johnson@example.com,9141612845,AVERAGE,ACTIVE,0,Finance,Texas
EMP1103,Alice,Brown,30,119574.27,2020-06-23,alice.brown@example.com,3985547434,AVERAGE,INACTIVE,1,Admin,Illinois
EMP1104,Grace,Johnson,32,86580.08,2024-05-07,grace.johnson@example.com,5379502096,GOOD,ACTIVE,1,Sales,Illinois
EMP1105,Heidi,Johnson,35,93471.91,2023-03-10,heidi.johnson@example.com,26876810,POOR,INACTIVE,0,Sales,Florida
EMP1106,Bob,Miller,30,55683.12,2023-09-14,bob.miller@example.com,8071569561,POOR,INACTIVE,1,DevOps,New York
EMP1107,Bob,Brown,30,91566.78,2023-11-12,bob.brown@example.com,175370303,GOOD,INACTIVE,1,Cloud Tech,Florida
EMP1108,David,Miller,35,81782.19,2024-10-26,david.miller@example.com,5319433749,GOOD,PENDING,0,DevOps,California
EMP1109,Eva,Davis,32,88119.37,2020-08-23,eva.davis@example.com,4793036148,GOOD,INACTIVE,1,DevOps,New York
EMP1110,Eva,Garcia,30,71532.83,2024-06-11,eva.garcia@example.com,8728399920,GOOD,ACTIVE,1,Cloud Tech,Texas
EMP1111,Eva,Davis,40,98981.36,2021-09-14,eva.davis@example.com,9212493842,GOOD,PENDING,1,Cloud Tech,Florida
EMP1112,Heidi,Garcia,40,80242.01,2024-12-26,heidi.garcia@example.com,894870604,GOOD,ACTIVE,1,Cloud Tech,Illinois
EMP1113,Eva,Miller,25,110236.18,2024-09-08,eva.miller@example.com,6641877579,AVERAGE,PENDING,1,Cloud Tech,New York
EMP1114,Alice,Davis,35,86327.47,2022-08-21,alice.davis@example.com,3046875062,AVERAGE,ACTIVE,0,Sales,Texas
EMP1115,Eva,Brown,30,84420.81,2024-07-25,eva.brown@example.com,5190361331,AVERAGE,PENDING,0,Sales,Florida
EMP1116,Frank,Smith,40,110041.32,2020-08-02,frank.smith@example.com,5411076094,AVERAGE,PENDING,0,HR,California
EMP1117,Heidi,Miller,35,81837.81,2020-03-16,heidi.miller@example.com,4317350582,GOOD,PENDING,1,DevOps,Florida
EMP1118,Frank,Garcia,25,110855.72,2023-09-08,frank.garcia@example.com,1997179109,POOR,ACTIVE,0,Finance,Illinois
EMP1119,Alice,Jones,30,84894.52,2024-03-29,alice.jones@example.com,651207048,EXCELLENT,PENDING,1,Sales,California
EMP1120,Alice,Garcia,30,80668.13,2021-08-12,alice.garcia@example.com,6110804660,GOOD,ACTIVE,1,HR,Illinois
EMP1121,Bob,Jones,25,61086.47,2023-12-24,bob.jones@example.com,9639907675,EXCELLENT,ACTIVE,1,DevOps,Illinois
EMP1122,Grace,Johnson,25,95339.68,2020-08-28,grace.johnson@example.com,9915078592,POOR,INACTIVE,1,Admin,Texas
EMP1123,Eva,Davis,32,83774.97,2024-09-05,eva.davis@example.com,1109193927,AVERAGE,INACTIVE,0,DevOps,California
EMP1124,Heidi,Jones,32,85576.86,2023-05-12,heidi.jones@example.com,4567972319,POOR,ACTIVE,0,Admin,Florida
EMP1125,Bob,Garcia,35,107438.46,2021-07-01,bob.garcia@example.com,249685497,GOOD,PENDING,1,Finance,California
EMP1126,Eva,Johnson,32,60401.68,2024-11-07,eva.johnson@example.com,2274954507,AVERAGE,INACTIVE,0,Sales,Nevada
EMP1127,Frank,Smith,35,115299.66,2022-07-21,frank.smith@example.com,9203880652,GOOD,INACTIVE,1,Sales,Illinois
EMP1128,David,Brown,32,72272.34,2020-03-30,david.brown@example.com,3315377958,AVERAGE,INACTIVE,0,Finance,New York
EMP1129,Grace,Brown,40,117537.71,2022-10-11,grace.brown@example.com,9594652169,EXCELLENT,ACTIVE,0,DevOps,Nevada
EMP1130,Frank,Brown,25,51074.33,2022-07-24,frank.brown@example.com,7303379336,EXCELLENT,PENDING,1,Finance,Texas
EMP1131,Charlie,Jones,25,98489.32,2023-06-30,charlie.jones@example.com,5636205014,EXCELLENT,INACTIVE,0,Finance,California
EMP1132,Frank,Smith,32,112120.71,2024-01-11,frank.smith@example.com,812473949,POOR,PENDING,1,Finance,California
EMP1133,Alice,Jones,32,114465.04,2023-11-02,alice.jones@example.com,334234257,GOOD,PENDING,0,Cloud Tech,New York
EMP1134,Bob,Davis,40,57035.51,2024-11-22,bob.davis@example.com,3230241025,POOR,PENDING,1,Cloud Tech,Nevada
EMP1135,Eva,Jones,25,75092.43,2021-08-23,eva.jones@example.com,1534735527,EXCELLENT,ACTIVE,1,Cloud Tech,California
EMP1136,David,Smith,32,62603.98,2024-06-11,david.smith@example.com,9611223385,GOOD,PENDING,0,Finance,Illinois
EMP1137,Grace,Smith,32,60018.24,2023-04-09,grace.smith@example.com,5596309937,EXCELLENT,INACTIVE,0,DevOps,New York
EMP1138,Eva,Davis,40,82567.73,2024-07-05,eva.davis@example.com,4253042896,POOR,ACTIVE,1,HR,Nevada
EMP1139,Charlie,Smith,25,94725.71,2021-09-04,charlie.smith@example.com,3179128684,POOR,PENDING,0,Finance,California
EMP1140,Eva,Garcia,40,83824.56,2024-10-13,eva.garcia@example.com,7872558776,POOR,INACTIVE,0,HR,New York
EMP1141,Frank,Smith,32,118456.11,2020-02-14,frank.smith@example.com,4969033372,EXCELLENT,INACTIVE,1,HR,Nevada
EMP1142,Eva,Brown,25,113743.19,2020-04-10,eva.brown@example.com,6346692547,GOOD,PENDING,1,Sales,Nevada
EMP1143,Eva,Garcia,30,63309.24,2023-07-27,eva.garcia@example.com,1214785389,GOOD,ACTIVE,0,Sales,California
EMP1144,Charlie,Garcia,25,105202.73,2021-09-24,charlie.garcia@example.com,7895677664,EXCELLENT,ACTIVE,1,DevOps,Nevada
EMP1145,Frank,Davis,30,79085.22,2024-03-10,frank.davis@example.com,7546027340,GOOD,INACTIVE,1,Cloud Tech,California
EMP1146,Frank,Williams,32,113983.43,2021-06-10,frank.williams@example.com,5148881430,EXCELLENT,ACTIVE,1,Sales,California
EMP1147,Eva,Williams,35,102790.6,2020-10-15,eva.williams@example.com,1150835353,GOOD,ACTIVE,0,Cloud Tech,Florida
EMP1148,Grace,Smith,32,68512.1,2020-01-29,grace.smith@example.com,4439284043,AVERAGE,INACTIVE,0,HR,Texas
EMP1149,Frank,Garcia,35,57584.23,2022-01-30,frank.garcia@example.com,5669078262,AVERAGE,PENDING,1,Sales,Florida
EMP1150,Alice,Williams,32,95335.67,2021-03-29,alice.williams@example.com,3373898774,POOR,PENDING,0,Sales,California
EMP1151,Heidi,Williams,35,53174.28,2020-10-13,heidi.williams@example.com,1536637779,AVERAGE,ACTIVE,1,DevOps,Florida
EMP1152,Heidi,Smith,25,77205.21,2020-10-04,heidi.smith@example.com,5292407552,AVERAGE,PENDING,0,Cloud Tech,New York
EMP1153,Grace,Williams,32,79041.92,2024-12-18,grace.williams@example.com,6668459089,AVERAGE,ACTIVE,1,DevOps,Nevada
EMP1154,Heidi,Jones,32,75937.1,2023-11-14,heidi.jones@example.com,2259999662,EXCELLENT,ACTIVE,1,Finance,California
EMP1155,David,Johnson,35,113118.73,2023-01-20,david.johnson@example.com,6186371596,AVERAGE,INACTIVE,0,Cloud Tech,Nevada
EMP1156,Alice,Davis,40,107693.38,2024-10-02,alice.davis@example.com,4121820969,AVERAGE,ACTIVE,1,HR,New York
EMP1157,David,Johnson,32,119217.46,2021-05-13,david.johnson@example.com,2316433480,POOR,INACTIVE,0,Cloud Tech,Texas
EMP1158,David,Smith,25,106913.71,2021-03-18,david.smith@example.com,7058025661,AVERAGE,PENDING,0,Sales,New York
EMP1159,Charlie,Brown,32,87815.08,2020-09-23,charlie.brown@example.com,1286716322,AVERAGE,ACTIVE,1,Cloud Tech,California
EMP1160,Bob,Davis,25,105190.21,2024-06-05,bob.davis@example.com,4672994937,GOOD,INACTIVE,1,Admin,Texas
EMP1161,Alice,Smith,30,79467.24,2024-02-28,alice.smith@example.com,7430271692,POOR,ACTIVE,0,HR,Texas
EMP1162,Bob,Garcia,40,57633.78,2023-04-30,bob.garcia@example.com,8597779013,POOR,PENDING,1,Finance,California
EMP1163,Alice,Brown,32,54257.78,2020-03-04,alice.brown@example.com,7546926328,POOR,PENDING,1,HR,Florida
EMP1164,Grace,Johnson,40,113679.06,2023-12-29,grace.johnson@example.com,6762916031,POOR,INACTIVE,1,DevOps,Texas
EMP1165,Bob,Smith,35,69251.12,2020-09-15,bob.smith@example.com,4841376814,POOR,ACTIVE,1,Sales,New York
EMP1166,Frank,Garcia,40,85388.58,2022-07-18,frank.garcia@example.com,1185672437,POOR,INACTIVE,1,Sales,Illinois
EMP1167,Bob,Davis,32,112166.37,2022-07-13,bob.davis@example.com,701765635,EXCELLENT,INACTIVE,0,DevOps,New York
EMP1168,Heidi,Davis,40,79873.48,2021-10-02,heidi.davis@example.com,41257770,AVERAGE,ACTIVE,0,Finance,Nevada
EMP1169,Frank,Miller,30,108224.03,2020-07-05,frank.miller@example.com,1837274219,POOR,ACTIVE,1,DevOps,Florida
EMP1170,Bob,Garcia,35,116963.72,2023-04-16,bob.garcia@example.com,9124186209,AVERAGE,ACTIVE,1,Admin,Illinois
EMP1171,Bob,Jones,40,114109.06,2024-11-12,bob.jones@example.com,4275230836,AVERAGE,INACTIVE,1,HR,Nevada
EMP1172,Eva,Williams,32,85518.88,2023-03-29,eva.williams@example.com,816470899,EXCELLENT,ACTIVE,0,HR,California
EMP1173,Heidi,Brown,30,58041.97,2022-01-22,heidi.brown@example.com,6335331059,POOR,PENDING,1,Cloud Tech,California
EMP1174,David,Garcia,40,94988.94,2023-10-14,david.garcia@example.com,531312205,GOOD,PENDING,0,Sales,Illinois
EMP1175,Eva,Miller,25,71628.93,2024-04-10,eva.miller@example.com,8155839385,EXCELLENT,PENDING,0,Admin,California
EMP1176,Alice,Williams,30,54870.98,2022-03-31,alice.williams@example.com,6133155205,GOOD,PENDING,0,Admin,Illinois
EMP1177,Alice,Williams,25,79388.27,2022-02-09,alice.williams@example.com,5063731494,AVERAGE,ACTIVE,1,DevOps,Illinois
EMP1178,Frank,Smith,35,55946.99,2023-05-06,frank.smith@example.com,136497188,AVERAGE,PENDING,0,DevOps,California
EMP1179,Charlie,Williams,32,81017.91,2021-07-11,charlie.williams@example.com,2419562524,EXCELLENT,ACTIVE,1,Cloud Tech,Nevada
EMP1180,Heidi,Jones,40,74162.1,2020-08-21,heidi.jones@example.com,7150997682,EXCELLENT,PENDING,0,HR,New York
EMP1181,Heidi,Davis,32,77668.44,2021-03-27,heidi.davis@example.com,8903091435,GOOD,ACTIVE,1,DevOps,California
EMP1182,Alice,Miller,30,67886.37,2024-04-14,alice.miller@example.com,3910257431,POOR,ACTIVE,0,HR,New York
EMP1183,Alice,Williams,40,76614.52,2020-09-21,alice.williams@example.com,6303975244,GOOD,ACTIVE,1,DevOps,Florida
EMP1184,Frank,Smith,25,51311.91,2022-06-12,frank.smith@example.com,864035532,EXCELLENT,ACTIVE,0,Finance,Nevada
EMP1185,Frank,Jones,32,94809.92,2023-12-24,frank.jones@example.com,8033968526,GOOD,INACTIVE,1,Finance,Illinois
EMP1186,Grace,Johnson,25,108241.81,2022-07-31,grace.johnson@example.com,171302320,EXCELLENT,PENDING,1,HR,New York
EMP1187,Bob,Davis,40,78031.49,2023-04-21,bob.davis@example.com,2983381673,GOOD,INACTIVE,1,Cloud Tech,New York
EMP1188,Eva,Davis,35,85733.83,2020-06-05,eva.davis@example.com,2336293448,EXCELLENT,ACTIVE,1,Admin,California
EMP1189,David,Miller,35,60338.29,2024-07-27,david.miller@example.com,7347156626,EXCELLENT,PENDING,0,HR,Nevada
EMP1190,Eva,Davis,30,103140.67,2024-04-05,eva.davis@example.com,7689627065,EXCELLENT,ACTIVE,0,Admin,Illinois
EMP1191,Heidi,Williams,40,114690.8,2023-10-26,heidi.williams@example.com,1498282466,POOR,INACTIVE,1,Sales,Illinois
EMP1192,Frank,Smith,35,80954.56,2022-08-18,frank.smith@example.com,4746897151,GOOD,ACTIVE,0,Admin,Florida
EMP1193,Eva,Davis,32,71728.55,2020-05-31,eva.davis@example.com,7323008575,GOOD,PENDING,1,Cloud Tech,California
EMP1194,Alice,Davis,35,118415.8,2024-11-04,alice.davis@example.com,6656749159,GOOD,PENDING,1,HR,Texas
EMP1195,Grace,Johnson,40,81481.36,2020-03-25,grace.johnson@example.com,1692364586,EXCELLENT,PENDING,0,Sales,Illinois
EMP1196,David,Johnson,35,117040.57,2020-11-04,david.johnson@example.com,5066337049,GOOD,PENDING,1,Sales,Florida
EMP1197,Frank,Brown,25,67342.06,2020-03-21,frank.brown@example.com,2497243991,GOOD,ACTIVE,1,Sales,Nevada
EMP1198,Heidi,Jones,32,76099.64,2022-01-15,heidi.jones@example.com,116691835,EXCELLENT,ACTIVE,0,Sales,Illinois
EMP1199,Grace,Williams,35,94162.06,2024-06-04,grace.williams@example.com,2644886945,AVERAGE,ACTIVE,1,DevOps,Illinois
EMP1200,Frank,Davis,25,67639.7,2021-08-04,frank.davis@example.com,1195243639,EXCELLENT,INACTIVE,1,Sales,Nevada
EMP1201,Charlie,Garcia,35,114172.25,2020-10-16,charlie.garcia@example.com,2701168645,GOOD,PENDING,1,Cloud Tech,Illinois
EMP1202,Grace,Davis,30,89124.54,2021-09-26,grace.davis@example.com,2252237280,EXCELLENT,ACTIVE,1,Sales,Nevada
EMP1203,Frank,Smith,30,113871.36,2023-11-04,frank.smith@example.com,7932302345,AVERAGE,PENDING,0,DevOps,Nevada
EMP1204,Grace,Brown,32,62618.4,2021-09-24,grace.brown@example.com,7912141613,EXCELLENT,INACTIVE,0,HR,Texas
EMP1205,Heidi,Jones,30,70705.45,2020-06-07,heidi.jones@example.com,1509377099,GOOD,ACTIVE,0,Admin,New York
EMP1206,Alice,Garcia,35,60797.69,2022-02-10,alice.garcia@example.com,4090138068,AVERAGE,PENDING,1,Sales,New York
EMP1207,Charlie,Brown,40,100371,2023-10-17,charlie.brown@example.com,8477596554,POOR,INACTIVE,1,Cloud Tech,Florida
EMP1208,Eva,Miller,40,117591.76,2021-09-25,eva.miller@example.com,5356690550,GOOD,ACTIVE,0,Admin,Illinois
EMP1209,David,Jones,35,103860.7,2022-08-03,david.jones@example.com,762091842,AVERAGE,INACTIVE,1,DevOps,Illinois
